company,category,size,title,level,city,url,updated,filename
BrandShield,Cybersecurity,m,Executive Assistant,Assistant,הרצליה,https://www.comeet.com/jobs/brandshield/13.002/executive-assistant/4B.935?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-10-23,jobs/admin.csv
SolarEdge Technologies,Sustainable Technology,l,Customer Experience & Back Office Coordinator,Office Manager,הרצליה,https://www.comeet.com/jobs/SolarEdge/71.00A/customer-experience--back-office-coordinator/FC.A44?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-10-23,jobs/admin.csv
SolarEdge Technologies,Sustainable Technology,l,HQ Assistant Controller,Assistant,הרצליה,https://www.comeet.com/jobs/SolarEdge/71.00A/hq-assistant-controller/5E.943?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-10-23,jobs/admin.csv
Gauzy,Sustainable Technology,l,Executive Assistant,Assistant,תל אביב - יפו,https://www.comeet.com/jobs/gauzy/C5.003/executive-assistant/F0.94A?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-10-23,jobs/admin.csv
Innoviz Technologies,Cybersecurity,l,Infrastructure System Administrator,IT Manager,ראש העין,https://www.comeet.com/jobs/innoviz/52.004/infrastructure-system-administrator/7B.449?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-10-23,jobs/admin.csv
Global-e,Productivity,l,Executive Assistant,Assistant,פתח תקווה,https://www.comeet.com/jobs/global-e/62.002/executive-assistant/85.B4D?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-10-22,jobs/admin.csv
Global-e,Productivity,l,Front Office Receptionist,Office Manager,פתח תקווה,https://www.comeet.com/jobs/global-e/62.002/front-office-receptionist/9B.A43?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-10-22,jobs/admin.csv
Locusview,IoT,m,Office Manager,Office Manager,הרצליה,https://www.comeet.com/jobs/locusview/25.002/office-manager/E2.731?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-10-22,jobs/admin.csv
Rapyd Financial Network,Fintech,l,Personal Assistant,Assistant,תל אביב - יפו,https://www.comeet.com/jobs/rapyd/73.00E/personal-assistant/3F.435?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-10-22,jobs/admin.csv
Driivz,Automotive,m,Chief Operating Officer,Office Manager,הוד השרון,https://www.comeet.com/jobs/driivz/C4.00B/chief-operating-officer/56.C41?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-10-22,jobs/admin.csv
eToro,Fintech,l,Office Admin,Office Manager,בני ברק,https://www.comeet.com/jobs/etoro/41.009/office-admin/30.C4F?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-10-22,jobs/admin.csv
Plus500,Fintech,l,Anti Fraud Operator,Assistant,חיפה,https://www.comeet.com/jobs/plus500/A1.00F/anti-fraud-operator/5A.54F?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-10-22,jobs/admin.csv
Jifiti,E-commerce & Retail,m,Office manager,Office Manager,מודיעין-מכבים-רעות,https://www.comeet.com/jobs/jifiti/47.005/office-manager/E6.94C?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-10-22,jobs/admin.csv
Exodigo,Robotics & Automation,m,Senior System Administrator,IT Manager,תל אביב - יפו,https://www.comeet.com/jobs/exodigo/89.005/senior-system-administrator/5C.94C?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-10-22,jobs/admin.csv
RAD,Telecommunications,l,Machine Operator (1247),Assistant,תל אביב - יפו,https://il.linkedin.com/jobs/view/machine-operator-1247-at-rad-4056506092?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-10-22,jobs/admin.csv
UVeye,Robotics & Automation,m,IT Manager,IT Manager,תל אביב - יפו,https://il.linkedin.com/jobs/view/it-manager-at-uveye-4056590138?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-10-22,jobs/admin.csv
Oracle,Cloud Computing,l,Executive Assistant,Assistant,פתח תקווה,https://il.linkedin.com/jobs/view/executive-assistant-at-oracle-4003067829?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-10-22,jobs/admin.csv
Magenta Medical,Health,m,Warehouse & Logistics Operator,Assistant,קדימה,https://il.linkedin.com/jobs/view/warehouse-logistics-operator-at-magenta-medical-ltd-4055319648?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-10-22,jobs/admin.csv
SolarEdge Technologies,Sustainable Technology,l,Internal Audit Manager,IT Manager,הרצליה,https://www.comeet.com/jobs/SolarEdge/71.00A/internal-audit-manager/B3.C4A?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-10-21,jobs/admin.csv
WeTrip,E-commerce & Retail,s,Senior Back office Representative,Office Manager,הרצליה,https://www.comeet.com/jobs/weski/F8.00C/senior-back-office-representative/35.94A?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-10-21,jobs/admin.csv
Istra Research,Fintech,m,Office Manager,Office Manager,לוד,https://il.linkedin.com/jobs/view/office-manager-at-istra-research-ltd-4055809255?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-10-21,jobs/admin.csv
Percepto,Robotics & Automation,m,Certified Drone Operator,Assistant,מודיעין-מכבים-רעות,https://il.linkedin.com/jobs/view/certified-drone-operator-at-percepto-4055804614?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-10-21,jobs/admin.csv
Via,Automotive,l,Office Manager,Office Manager,רמת גן,https://il.linkedin.com/jobs/view/office-manager-at-via-4036173826?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-10-21,jobs/admin.csv
Western Digital,Semiconductors,l,Warehouse Operator,Assistant,כפר סבא,https://il.linkedin.com/jobs/view/warehouse-operator-at-western-digital-4055758636?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-10-21,jobs/admin.csv
Gloat,Productivity,m,Knowledge Base Manager,Assistant,תל אביב - יפו,https://www.comeet.com/jobs/gloat/E5.000/knowledge-base-manager/31.C46?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-10-20,jobs/admin.csv
Okoora,Fintech,s,Office Manager,Office Manager,בני ברק,https://www.comeet.com/jobs/okoora/85.00C/office-manager/82.84E?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-10-20,jobs/admin.csv
ACS Motion Control,Robotics & Automation,m,Production Operator,Assistant,יקנעם עילית,https://www.comeet.com/jobs/ACS/14.000/production-operator/B2.F08?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-10-20,jobs/admin.csv
Riverbed Technology,AI/ML,s,Office Manager & HR Administrator,Office Manager,ירושלים,https://il.linkedin.com/jobs/view/office-manager-hr-administrator-at-riverbed-technology-4019126829?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-10-19,jobs/admin.csv
SolarEdge Technologies,Sustainable Technology,l,Subsidiaries Assistant Controller,Assistant,הרצליה,https://www.comeet.com/jobs/SolarEdge/71.00A/subsidiaries-assistant-controller/7E.844?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-10-17,jobs/admin.csv
Fireberry,Productivity,s,Office Manager,Office Manager,תל אביב - יפו,https://il.linkedin.com/jobs/view/office-manager-at-fireberry-4050501416?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-10-16,jobs/admin.csv
DriveNets,Productivity,l,IT Manager,IT Manager,רעננה,https://www.comeet.com/jobs/drivenets/72.006/it-manager/D7.A47?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-10-15,jobs/admin.csv
Arpeely,AdTech,m,Executive Assistant - Maternity Leave Replacement,Assistant,תל אביב - יפו,https://www.comeet.com/jobs/arpeely/57.001/executive-assistant---maternity-leave-replacement/24.A43?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-10-15,jobs/admin.csv
Mobileye,Automotive,l,Administrative Assistant for the Finance Department,Assistant,ירושלים,https://il.linkedin.com/jobs/view/administrative-assistant-for-the-finance-department-at-mobileye-4047467957?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-10-14,jobs/admin.csv
MyHeritage,Digital Media,l,System Administrator,IT Manager,אור יהודה,https://il.linkedin.com/jobs/view/system-administrator-at-myheritage-4027255750?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-10-14,jobs/admin.csv
SolarEdge Technologies,Sustainable Technology,l,Senior System Administrator,IT Manager,הרצליה,https://www.comeet.com/jobs/SolarEdge/71.00A/senior-system-administrator/A9.441?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-10-13,jobs/admin.csv
Percepto,Robotics & Automation,m,Field Operator (Drone Operator),Assistant,מודיעין-מכבים-רעות,https://www.comeet.com/jobs/percepto/44.000/field-operator-drone-operator/7F.84C?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-10-13,jobs/admin.csv
Cybereason,Cybersecurity,l,GRC Officer,Office Manager,תל אביב - יפו,https://il.linkedin.com/jobs/view/grc-officer-at-cybereason-4047344361?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-10-13,jobs/admin.csv
Paragon,Cybersecurity,l,PA&Office Team Lead,Office Manager,אבן יהודה,https://il.linkedin.com/jobs/view/pa-office-team-lead-at-paragon-4027022944?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-10-13,jobs/admin.csv
Locusview,IoT,m,Office Manager & Experience – Part time position,Office Manager,הרצליה,https://il.linkedin.com/jobs/view/office-manager-experience-%E2%80%93-part-time-position-at-locusview-4050659242?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-10-13,jobs/admin.csv
CONTROP Precision Technologies,Aerospace,l,System Administrator,IT Manager,הוד השרון,https://il.linkedin.com/jobs/view/system-administrator-at-controp-precision-technologies-ltd-4047342870?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-10-13,jobs/admin.csv
HiBob,Productivity,l,Global Facilities Manager,Office Manager,תל אביב - יפו,https://il.linkedin.com/jobs/view/global-facilities-manager-at-hibob-4050620569?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-10-13,jobs/admin.csv
Netafim,Sustainable Technology,l,Operator,Assistant,תל אביב - יפו,https://www.comeet.com/jobs/netafim/B7.002/operator/90.E2A?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-10-10,jobs/admin.csv
Netafim,Sustainable Technology,l,Operator-Yiftah,Assistant,תל אביב - יפו,https://www.comeet.com/jobs/netafim/B7.002/operator-yiftah/17.73C?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-10-10,jobs/admin.csv
Paragon,Cybersecurity,l,Personal Assistant,Assistant,אבן יהודה,https://il.linkedin.com/jobs/view/personal-assistant-at-paragon-4029162999?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-10-10,jobs/admin.csv
Profisea Labs,Productivity,s,Office Manager,Office Manager,הוד השרון,https://il.linkedin.com/jobs/view/office-manager-at-profisea-4045375258?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-10-10,jobs/admin.csv
Payoneer Global,Fintech,l,Office Manager,Office Manager,פתח תקווה,https://il.linkedin.com/jobs/view/office-manager-at-payoneer-4047908773?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-10-10,jobs/admin.csv
NICE,Cybersecurity,l,Real Estate& Facilities Manager,Office Manager,רעננה,https://il.linkedin.com/jobs/view/real-estate-facilities-manager-at-nice-4045120087?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-10-10,jobs/admin.csv
Sharegain,Fintech,m,IT Manager,IT Manager,נתניה,https://il.linkedin.com/jobs/view/it-manager-at-sharegain-4044687525?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-10-09,jobs/admin.csv
Rafael Advanced Defense Systems,Aerospace,l,Administrative Officer,Office Manager,חיפה,https://il.linkedin.com/jobs/view/administrative-officer-at-rafael-advanced-defense-systems-4046354827?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-10-09,jobs/admin.csv
Check Point Software Technologies,Cybersecurity,l,IT Team Leader,IT Manager,תל אביב - יפו,https://il.linkedin.com/jobs/view/it-team-leader-at-check-point-software-4044322351?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-10-08,jobs/admin.csv
MDClone,Health,m,System Administrator,IT Manager,באר שבע,https://www.comeet.com/jobs/mdclone/66.004/system-administrator/46.940?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-10-06,jobs/admin.csv
Perion Network,AdTech,l,Personal Assistant to the CEO,Assistant,חולון,https://il.linkedin.com/jobs/view/personal-assistant-to-the-ceo-at-perion-network-4044408523?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-10-06,jobs/admin.csv
MKS Instruments,Robotics & Automation,m,Finishing operator/מבקר/ת איכות,Assistant,רחובות,https://il.linkedin.com/jobs/view/finishing-operator-%D7%9E%D7%91%D7%A7%D7%A8-%D7%AA-%D7%90%D7%99%D7%9B%D7%95%D7%AA-at-mks-instruments-3972304930?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-10-04,jobs/admin.csv
Intuit,Fintech,xl,Sr. Executive Assistant Business Partner,Assistant,פתח תקווה,https://il.linkedin.com/jobs/view/sr-executive-assistant-business-partner-at-intuit-4037981080?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-10-02,jobs/admin.csv
Novo Nordisk,Health,xl,Frontline Capabilities Training Manager,Assistant,כפר סבא,https://il.linkedin.com/jobs/view/frontline-capabilities-training-manager-at-novo-nordisk-4036826505?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-10-01,jobs/admin.csv
Pagaya,Fintech,l,Fund Assistant Controller,Assistant,תל אביב - יפו,https://il.linkedin.com/jobs/view/fund-assistant-controller-at-pagaya-4039847993?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-10-01,jobs/admin.csv
Protalix BioTherapeutics,Health,m,Bioanalytical Laboratory Research Assistant JB-21,Assistant,כרמיאל,https://il.linkedin.com/jobs/view/bioanalytical-laboratory-research-assistant-jb-21-at-protalix-biotherapeutics-4037756793?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-10-01,jobs/admin.csv
monday.com,Productivity,l,System Administrator,IT Manager,תל אביב - יפו,https://il.linkedin.com/jobs/view/system-administrator-at-monday-com-3969481198?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-10-01,jobs/admin.csv
Syqe Medical,Health,m,Production Operator (Temp.),Assistant,תל אביב - יפו,https://www.comeet.com/jobs/syqe/F1.00C/production-operator-temp_/CB.849?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-09-30,jobs/admin.csv
SQream Technologies,AI/ML,m,Office Manager,Office Manager,רמת גן,https://il.linkedin.com/jobs/view/office-manager-at-sqream-4039216208?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-09-30,jobs/admin.csv
Amai Proteins,Sustainable Technology,s,Research Assistant,Assistant,רחובות,https://il.linkedin.com/jobs/view/research-assistant-at-amai-proteins-4036392976?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-09-30,jobs/admin.csv
Comda,Cybersecurity,m,Personal Assistant,Assistant,תל אביב - יפו,https://il.linkedin.com/jobs/view/personal-assistant-at-comda-4036126481?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-09-29,jobs/admin.csv
MASSIVit 3D Printing Technologies,Productivity,m,Warehouse Operator,Assistant,לוד,https://il.linkedin.com/jobs/view/warehouse-operator-at-massivit-3d-printing-technologies-ltd-4034210107?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-09-24,jobs/admin.csv
Lumenis,Health,l,Clinical Trainer - Europe,Assistant,יקנעם עילית,https://www.comeet.com/jobs/lumenis/A1.00C/clinical-trainer---europe/09.A4B?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-09-19,jobs/admin.csv
AugMedics,AR/VR,m,Assembly Operator,Assistant,יקנעם עילית,https://www.comeet.com/jobs/augmedics/26.00C/assembly-operator/96.A46?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-09-15,jobs/admin.csv
Cellebrite,Cybersecurity,l,Revenues Assistant Controller,Assistant,פתח תקווה,https://www.comeet.com/jobs/Cellebrite/C3.00F/revenues-assistant-controller/62.944?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-08-18,jobs/admin.csv
Netafim,Sustainable Technology,l,Operator- Manual Assembly,Assistant,תל אביב - יפו,https://www.comeet.com/jobs/netafim/B7.002/operator--manual-assembly/58.848?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-08-07,jobs/admin.csv
Landa Digital Printing,Digital Media,l,Production Operator (Shifts),Assistant,ירושלים,https://www.comeet.com/jobs/landacorp/A4.000/production-operator-shifts/81.44C?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-07-16,jobs/admin.csv
CYE,Cybersecurity,m,IT Team Leader,IT Manager,הרצליה,https://jobs.lever.co/CYE/708550eb-ad54-47ce-acce-0b7eb3dc0e75?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,,jobs/admin.csv
Orca Security,Cybersecurity,l,IT Team Leader,IT Manager,תל אביב - יפו,https://orca.security/about/careers/5266598004?gh_jid=5266598004&utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,,jobs/admin.csv
Placer.ai,AI/ML,l,Office Admin,Office Manager,רמת גן,https://placer.ai/company/we-are-hiring/?gh_jid=6215801003&utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,,jobs/admin.csv
Taboola,AdTech,l,Experience & Office Coordinator- Temporary,Office Manager,רמת גן,https://www.taboola.com/careers/job/6240526?gh_jid=6240526&utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,,jobs/admin.csv
Taboola,AdTech,l,Knowledge and Training Expert,Assistant,רמת גן,https://www.taboola.com/careers/job/6190200?gh_jid=6190200&utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,,jobs/admin.csv
ZoomInfo,AI/ML,xl,Office Manager & Facilities Coordinator,Office Manager,רעננה,https://www.zoominfo.com/about/careers?gh_jid=7659145002&utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,,jobs/admin.csv
Lusha,AdTech,l,Senior Data Engineer,Analyst,תל אביב - יפו,https://www.comeet.com/jobs/lusha/73.00B/senior-data-engineer/D1.B35?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-10-23,jobs/business.csv
Cellebrite,Cybersecurity,l,Business Operations Director,Executive,פתח תקווה,https://www.comeet.com/jobs/Cellebrite/C3.00F/business-operations-director/0A.A4B?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-10-23,jobs/business.csv
SolarEdge Technologies,Sustainable Technology,l,Business Systems & Data Team Leader,Manager,הרצליה,https://www.comeet.com/jobs/SolarEdge/71.00A/business-systems--data-team-leader/0D.B4D?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-10-23,jobs/business.csv
Moon Active,Gaming,l,Business Operations Manager,Manager,תל אביב - יפו,https://www.comeet.com/jobs/moonactive/A2.00C/business-operations-manager/4F.511?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-10-23,jobs/business.csv
Moon Active,Gaming,l,Data Engineer,Analyst,תל אביב - יפו,https://www.comeet.com/jobs/moonactive/A2.00C/data-engineer/17.314?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-10-23,jobs/business.csv
LSports,Digital Media,m,Data Engineer,Analyst,אשקלון,https://www.comeet.com/jobs/lsports/26.002/data-engineer/29.44D?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-10-23,jobs/business.csv
Moon Active,Gaming,l,Junior Business Data Analyst,Analyst,תל אביב - יפו,https://www.comeet.com/jobs/moonactive/A2.00C/junior-business-data-analyst/EA.919?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-10-23,jobs/business.csv
FullPath,Automotive,l,Corporate Business Analyst,Analyst,ירושלים,https://www.comeet.com/jobs/fullpath/54.002/corporate-business-analyst/8B.A42?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-10-23,jobs/business.csv
ThetaRay,Fintech,m,Student Data Process Engineer,Student,הוד השרון,https://www.comeet.com/jobs/thetaray/72.00F/studentdata-process-engineer/03.A41?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-10-22,jobs/business.csv
Gett,Automotive,l,Data Engineer,Analyst,פתח תקווה,https://www.comeet.com/jobs/gett/A0.002/data-engineer/68.948?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-10-22,jobs/business.csv
Lusha,AdTech,l,Business Analyst Lead,Manager,תל אביב - יפו,https://www.comeet.com/jobs/lusha/73.00B/business-analyst-lead/13.84F?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-10-22,jobs/business.csv
Global-e,Productivity,l,Director of Duties and Taxes Operations,Executive,פתח תקווה,https://www.comeet.com/jobs/global-e/62.002/director-of-duties-and-taxes-operations/69.944?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-10-22,jobs/business.csv
Global-e,Productivity,l,Senior Data Analyst,Analyst,פתח תקווה,https://www.comeet.com/jobs/global-e/62.002/senior-data-analyst/A0.A4A?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-10-22,jobs/business.csv
Tikal,Productivity,l,Senior Data Engineer,Analyst,תל אביב,https://www.comeet.com/jobs/tikalk/68.00C/senior-data-engineer/03.53C?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-10-22,jobs/business.csv
Atera Networks,Productivity,l,BI Developer,Analyst,תל אביב - יפו,https://www.comeet.com/jobs/atera/63.00B/bi-developer/08.740?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-10-22,jobs/business.csv
Rapyd Financial Network,Fintech,l,Compliance Analyst- Student Position,Student,תל אביב - יפו,https://www.comeet.com/jobs/rapyd/73.00E/compliance-analyst--student-position/BB.A45?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-10-22,jobs/business.csv
Rapyd Financial Network,Fintech,l,Director of Risk Operations,Executive,תל אביב - יפו,https://www.comeet.com/jobs/rapyd/73.00E/director-of-risk-operations/0E.64B?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-10-22,jobs/business.csv
SolarEdge Technologies,Sustainable Technology,l,R&D Operations specialist-Mechanics-Replacement for maternity leave,Analyst,הרצליה,https://www.comeet.com/jobs/SolarEdge/71.00A/rd-operations-specialist-mechanics-replacement-for-maternity-leave/7B.A45?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-10-22,jobs/business.csv
Driivz,Automotive,m,Data Team Lead,Manager,הוד השרון,https://www.comeet.com/jobs/driivz/C4.00B/data-team-lead/82.943?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-10-22,jobs/business.csv
Rise,Productivity,m,Analytics Team Lead,Manager,רמת השרון,https://www.comeet.com/jobs/risecodes/A9.000/analytics-team-lead/63.C49?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-10-22,jobs/business.csv
WSC Sports Technologies,Digital Media,l,Data Engineer,Analyst,רמת גן,https://www.comeet.com/jobs/wsc-sports/93.007/data-engineer/FA.74D?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-10-22,jobs/business.csv
Moon Active,Gaming,l,Anti Fraud Analytics Team Lead,Manager,תל אביב - יפו,https://www.comeet.com/jobs/moonactive/A2.00C/anti-fraud-analytics-team-lead/89.74A?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-10-22,jobs/business.csv
Moon Active,Gaming,l,BI Developer,Analyst,תל אביב - יפו,https://www.comeet.com/jobs/moonactive/A2.00C/bi-developer/30.C0C?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-10-22,jobs/business.csv
Moon Active,Gaming,l,Business Data Analyst,Analyst,תל אביב - יפו,https://www.comeet.com/jobs/moonactive/A2.00C/business-data-analyst/DA.B01?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-10-22,jobs/business.csv
Viber,Digital Media,l,Senior Data Analyst,Analyst,בני ברק,https://www.comeet.com/jobs/viber/04.002/senior-data-analyst/B1.B45?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-10-22,jobs/business.csv
Percepto,Robotics & Automation,m,Data Insights,Analyst,מודיעין-מכבים-רעות,https://www.comeet.com/jobs/percepto/44.000/data-insights/91.843?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-10-22,jobs/business.csv
Aidoc,Health,l,Medical Data Interpreter,Analyst,תל אביב - יפו,https://www.comeet.com/jobs/Aidoc/B4.007/medical-data-interpreter/99.B43?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-10-22,jobs/business.csv
Arpeely,AdTech,m,Data Engineering Team Lead,Manager,תל אביב - יפו,https://www.comeet.com/jobs/arpeely/57.001/data-engineering-team-lead/E3.045?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-10-22,jobs/business.csv
Arpeely,AdTech,m,Senior Data Engineer,Analyst,תל אביב - יפו,https://www.comeet.com/jobs/arpeely/57.001/senior-data-engineer/0F.646?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-10-22,jobs/business.csv
Exodigo,Robotics & Automation,m,Director of Data,Executive,תל אביב - יפו,https://www.comeet.com/jobs/exodigo/89.005/director-of-data/B4.54E?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-10-22,jobs/business.csv
Okoora,Fintech,s,Data Analyst,Analyst,בני ברק,https://www.comeet.com/jobs/okoora/85.00C/data-analyst/11.B3F?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-10-22,jobs/business.csv
DoubleVerify,AdTech,l,Senior Fraud Analyst,Analyst,תל-אביב,https://il.linkedin.com/jobs/view/senior-fraud-analyst-at-doubleverify-4038945191?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-10-22,jobs/business.csv
XTEND,Aerospace,m,Operational Executive Assistant,Executive,רחובות,https://il.linkedin.com/jobs/view/operational-executive-assistant-at-xtend-4054990470?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-10-22,jobs/business.csv
monday.com,Productivity,l,Business Analyst- Marketplace,Analyst,תל אביב - יפו,https://il.linkedin.com/jobs/view/business-analyst-marketplace-at-monday-com-4038949290?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-10-22,jobs/business.csv
Depoint,Productivity,s,Looker BI Developer,Analyst,אשדוד,https://il.linkedin.com/jobs/view/looker-bi-developer-at-depoint-4044018044?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply,2024-10-22,jobs/business.csv
